CPU Name,CPU Mark (Higher is better),Rank (Lower is better),CPU Value (Higher is better),Price (USD)
Intel Celeron G1850 @ 2.90GHz,"1,895",1911,47.39,$39.99 
Intel Pentium G3240 @ 3.10GHz,"1,895",1912,27.29,$69.44 
AMD Athlon II X3 460,"1,890",1913,99.52,$18.99*
Intel Core i5-2510E @ 2.50GHz,"1,889",1914,NA,NA
AMD Athlon II X4 620,"1,888",1915,20.55,$91.89*
Intel Core i3-4030U @ 1.90GHz,"1,886",1916,NA,NA
AMD PRO A6-8550B,"1,885",1917,NA,NA
Intel Core i5-2515E @ 2.50GHz,"1,882",1918,NA,NA
Intel Core i7-3555LE @ 2.50GHz,"1,880",1919,NA,NA
AMD A6-9500,"1,878",1920,25.12,$74.77 
AMD A8-5550M APU,"1,869",1922,NA,NA
"Qualcomm Technologies, Inc SDM460","1,869",1921,NA,NA
AMD Athlon II X4 610e,"1,864",1924,46.61,$39.99 
AMD Opteron 2378,"1,864",1923,128.65,$14.49*
AMD Phenom II X4 B05e,"1,862",1925,NA,NA
AMD Phenom 9950 Quad-Core,"1,859",1926,19.16,$97.04*
AMD Athlon 5370 APU,"1,857",1927,3.1,$598.68*
AMD A10-5750M APU,"1,856",1928,19.98,$92.86*
Intel Core i3-4110U @ 1.90GHz,"1,853",1930,NA,NA
Intel Core i5-4230U @ 1.90GHz,"1,853",1929,NA,NA
ARM Cortex-A53 6 Core 1896 MHz,"1,851",1932,NA,NA
Intel Pentium 1403 @ 2.60GHz,"1,851",1931,NA,NA
Intel Celeron G3900TE @ 2.30GHz,"1,850",1933,44.05,$42.00*
Intel Core i5-560M @ 2.67GHz,"1,847",1934,23.09,$79.97*
Intel Core i3-2310E @ 2.10GHz,"1,845",1935,8.2,$225.00*
Intel Core2 Extreme Q9300 @ 2.53GHz,"1,845",1936,NA,NA
AMD Phenom II X3 B77,"1,844",1939,82.71,$22.29*
AMD Phenom II X4 805,"1,844",1937,10.6,$173.99*
AMD PRO A6-8570,"1,844",1938,NA,NA
"Qualcomm Technologies, Inc SM4250","1,843",1940,NA,NA
Intel Pentium G3220 @ 3.00GHz,"1,842",1941,40.95,$44.98 
AMD A6-9500E,"1,841",1942,24.55,$74.99 
Intel Pentium G2130 @ 3.20GHz,"1,839",1943,30.76,$59.80 
Intel Xeon X3323 @ 2.50GHz,"1,837",1944,94.86,$19.36*
AMD PRO A6-9500,"1,836",1945,24.81,$74.00*
Intel Core i3-2105 @ 3.10GHz,"1,831",1946,15.92,$114.99 
AMD Athlon II X3 455,"1,830",1947,13.07,$139.95*
AMD FX-7500 APU,"1,826",1948,NA,NA
AMD Phenom II X4 B15e,"1,825",1949,NA,NA
Intel Core i3-3130M @ 2.60GHz,"1,824",1950,NA,NA
Intel Core i3-2330E @ 2.20GHz,"1,823",1951,NA,NA
Intel Xeon X3220 @ 2.40GHz,"1,819",1952,27.5,$66.14*
Intel Core i7-610E @ 2.53GHz,"1,818",1953,NA,NA
Intel Core i5-4302Y @ 1.60GHz,"1,817",1954,NA,NA
AMD A8-6500T APU,"1,816",1955,30.29,$59.95*
"Qualcomm Technologies, Inc SDM636","1,816",1956,NA,NA
Intel Xeon E5345 @ 2.33GHz,"1,814",1957,45.36,$39.99*
"Qualcomm Technologies, Inc SDM662","1,807",1958,NA,NA
MT6797M,"1,804",1959,NA,NA
AMD Phenom 9750 Quad-Core,"1,802",1960,36.05,$49.99*
AMD A8-7410 APU,"1,801",1961,NA,NA
AMD Opteron 1381,"1,797",1963,NA,NA
AMD Phenom II X940 Quad-Core,"1,797",1962,NA,NA
AMD GX-420MC SOC,"1,796",1965,NA,NA
"Qualcomm Technologies, Inc APQ8053","1,796",1964,NA,NA
Intel Core i7-820QM @ 1.73GHz,"1,793",1966,13.9,$129.00*
Intel Core i3-2100 @ 3.10GHz,"1,789",1967,33.77,$52.97 
Intel Core2 Quad Q8300 @ 2.50GHz,"1,788",1968,12.33,$145.00 
AMD Athlon X4 530,"1,786",1969,NA,NA
AMD Phenom X4 Quad-Core GP-9730,"1,784",1971,NA,NA
Intel Core i5-540M @ 2.53GHz,"1,784",1970,36.42,$48.99*
AMD Athlon X3 455,"1,783",1972,NA,NA
AMD Athlon X3 435,"1,781",1973,18.65,$95.49*
AMD R-464L APU,"1,773",1974,NA,NA
Intel Core2 Quad Q6600 @ 2.40GHz,"1,770",1975,30.01,$58.99 
AMD Athlon 5350 APU,"1,768",1977,13.6,$129.99*
AMD Athlon II X3 445,"1,768",1979,12.12,$145.90*
AMD Phenom II N830 3+1,"1,768",1978,NA,NA
Intel Core2 Quad Q8200 @ 2.33GHz,"1,768",1976,27.64,$63.99 
AMD A8-6410 APU,"1,761",1981,NA,NA
Intel Xeon L5408 @ 2.13GHz,"1,761",1980,NA,NA
AMD A10-4657M APU,"1,759",1982,NA,NA
Snapdragon 835,"1,759",1983,NA,NA
AMD Athlon II X3 450,"1,756",1985,43.91,$39.99 
Intel Atom C3538 @ 2.10GHz,"1,756",1984,23.41,$75.00*
Intel Pentium G3240T @ 2.70GHz,"1,755",1986,NA,NA
Intel Pentium G3260T @ 2.90GHz,"1,755",1987,35.1,$49.99*
Intel Core i7-740QM @ 1.73GHz,"1,753",1988,17.54,$99.95*
AMD A10-5745M APU,"1,745",1989,NA,NA
AMD A6-7470K,"1,744",1990,14.54,$120.00*
AMD A6-3620 APU,"1,741",1992,77.4,$22.49*
HP Hexa-Core 2.0GHz,"1,741",1991,3.45,$504.27*
ARM Neoverse-N1 2 Core 0 MHz,"1,740",1993,NA,NA
AMD GX-424CC SOC,"1,734",1995,NA,NA
Intel Celeron G1840 @ 2.80GHz,"1,734",1994,28.91,$59.99 
AMD Opteron 2356,"1,733",1998,41.25,$42.00*
AMD PRO A4-8350B,"1,733",1997,59.77,$28.99*
"Qualcomm Technologies, Inc SDM632","1,733",1996,NA,NA
AMD A6-7310 APU,"1,730",1999,NA,NA
Intel Core i3-4000M @ 2.40GHz,"1,729",2000,29.76,$58.11*
MediaTek MT6797T,"1,723",2001,NA,NA
AMD Phenom X2 Dual-Core GE-6060,"1,722",2002,NA,NA
Intel Core i5-520M @ 2.40GHz,"1,722",2003,47.8,$36.02*
AMD A8-5557M APU,"1,719",2004,NA,NA
Intel Core M-5Y10c @ 0.80GHz,"1,719",2005,6.12,$281.00*
Intel Core i3-4158U @ 2.00GHz,"1,718",2006,NA,NA
MT6757W,"1,712",2007,NA,NA
AMD Athlon II X4 600e,"1,711",2009,74.87,$22.85 
Intel Pentium G2030 @ 3.00GHz,"1,711",2008,28.52,$59.99 
AMD A4 PRO-3340B,"1,706",2010,NA,NA
MT6765V/WA,"1,706",2011,NA,NA
Intel Core M-5Y70 @ 1.10GHz,"1,705",2012,NA,NA
AMD PRO A6-8500B,"1,704",2013,NA,NA
AMD Opteron 1356,"1,703",2015,18.92,$89.99*
HiSilicon Kirin 659,"1,703",2014,NA,NA
AMD Phenom FX-5200 Quad-Core,"1,699",2018,NA,NA
AMD Phenom II X4 910,"1,699",2016,16.99,$100.00*
Intel Pentium G3250T @ 2.80GHz,"1,699",2017,34,$49.99 
Samsung Exynos 9610,"1,697",2019,NA,NA
Intel Atom x6211E @ 1.20GHz,"1,695",2020,48.43,$35.00*
AMD Phenom 9650 Quad-Core,"1,694",2021,54.36,$31.17 
MediaTek MT8183,"1,694",2022,NA,NA
"Qualcomm Technologies, Inc SDM630","1,693",2023,NA,NA
Intel Pentium G2100T @ 2.60GHz,"1,691",2024,NA,NA
AMD Athlon II X3 440,"1,690",2025,115.99,$14.57 
AMD Phenom II X4 810,"1,688",2026,7.93,$213.00*
Intel Pentium 4425Y @ 1.70GHz,"1,688",2027,10.48,$161.00*
AMD Phenom 9600B Quad-Core,"1,687",2028,42.23,$39.95*
Intel Core i7-2617M @ 1.50GHz,"1,687",2029,NA,NA
SAMSUNG Exynos7420,"1,686",2030,NA,NA
AMD A4-6250J APU,"1,685",2031,NA,NA
AMD A6-6310 APU,"1,684",2032,NA,NA
Intel Core i5-2557M @ 1.70GHz,"1,682",2033,NA,NA
AMD A10-7300 APU,"1,680",2034,NA,NA
Intel Core i7-640LM @ 2.13GHz,"1,680",2035,NA,NA
AMD PRO A6-7350B,"1,679",2036,NA,NA
AMD A9-9430,"1,678",2037,NA,NA
Intel Xeon L5335 @ 2.00GHz,"1,678",2038,89.29,$18.79*
AMD A8-7100 APU,"1,677",2039,NA,NA
MT6765,"1,677",2040,NA,NA
AMD PRO A4-3350B APU,"1,671",2041,NA,NA
AMD Phenom 9850 Quad-Core,"1,670",2042,12.85,$129.99*
Intel Core i5-4202Y @ 1.60GHz,"1,670",2044,NA,NA
MediaTek MT8768WT,"1,670",2043,NA,NA
AMD Phenom II X920 Quad-Core,"1,669",2045,NA,NA
Intel Celeron 3965U @ 2.20GHz,"1,665",2046,15.56,$107.00*
AMD PRO A6-9500E,"1,662",2047,22.46,$74.00*
AArch64 rev 4 (aarch64),"1,658",2048,NA,NA
Intel Pentium G2020 @ 2.90GHz,"1,656",2049,29.06,$56.98 
Intel Core i3-4030Y @ 1.60GHz,"1,654",2050,NA,NA
AMD A8-4500M APU,"1,653",2051,23.63,$69.95*
MT6765V/WB,"1,652",2052,NA,NA
AMD A4-7210 APU,"1,650",2054,NA,NA
Intel Core i7-720QM @ 1.60GHz,"1,650",2055,16.51,$99.95*
MediaTek MT6765V/CA,"1,650",2053,NA,NA
AMD Athlon II X3 435,"1,649",2059,23.58,$69.95*
AMD Phenom X4 Quad-Core GP-9600,"1,649",2058,NA,NA
Intel Celeron G1820 @ 2.70GHz,"1,649",2056,47.13,$35.00 
MediaTek MT8768CT,"1,649",2057,NA,NA
Intel Core i3-4010U @ 1.70GHz,"1,647",2060,13.19,$124.95*
Intel Celeron G1630 @ 2.80GHz,"1,646",2061,54.87,$29.99 
Samsung Exynos 7884,"1,645",2062,NA,NA
Intel Core i7-3689Y @ 1.50GHz,"1,642",2063,NA,NA
Intel Celeron J4005 @ 2.00GHz,"1,640",2065,9.72,$168.75*
MediaTek MT6797,"1,640",2064,NA,NA
AMD Phenom II N950 Quad-Core,"1,637",2066,14.53,$112.60*
AMD A6-3600 APU,"1,636",2067,65.56,$24.95*
AMD Opteron 2373 EE,"1,635",2068,NA,NA
Intel Core i3-2100T @ 2.50GHz,"1,634",2069,31.58,$51.75 
Intel Core i3-3120M @ 2.50GHz,"1,633",2070,12.66,$129.00*
Intel Core i3-4005U @ 1.70GHz,"1,633",2071,NA,NA
AMD A6-5200 APU,"1,632",2072,NA,NA
Intel Xeon E5405 @ 2.00GHz,"1,630",2073,40.81,$39.95*
AMD Embedded R-Series RX-216GD,"1,628",2074,NA,NA
AMD Opteron X3216 APU,"1,628",2075,NA,NA
Intel Core M-5Y10 @ 0.80GHz,"1,627",2076,NA,NA
Intel Core i3-560 @ 3.33GHz,"1,626",2077,41.95,$38.76 
AMD Phenom II N970 Quad-Core,"1,625",2079,10.83,$149.99*
MediaTek MT6765V/CB,"1,625",2078,NA,NA
Intel Pentium G3320TE @ 2.30GHz,"1,623",2080,NA,NA
"Qualcomm Technologies, Inc MSM8976SG","1,622",2081,NA,NA
AMD Opteron 1354,"1,620",2083,6.81,$238.01*
HiSilicon Kirin 650,"1,620",2082,NA,NA
Intel Core i5 E 520 @ 2.40GHz,"1,619",2084,NA,NA
AMD A6-6400B APU,"1,616",2085,NA,NA
Intel Pentium 4415Y @ 1.60GHz,"1,615",2086,10.03,$161.00*
Intel Celeron G1820T @ 2.40GHz,"1,614",2088,38.43,$42.00*
Samsung Exynos 7904,"1,614",2087,NA,NA
Intel Pentium G2120T @ 2.70GHz,"1,613",2089,NA,NA
AMD Athlon X4 620,"1,612",2091,24.82,$64.95*
Samsung Exynos 7420,"1,612",2090,NA,NA
Intel Celeron N4000C @ 1.10GHz,"1,611",2093,NA,NA
Intel Celeron N4020 @ 1.10GHz,"1,611",2092,NA,NA
Intel Celeron 2000E @ 2.20GHz,"1,607",2094,NA,NA
AMD A10-4655M APU,"1,606",2095,NA,NA
AMD Phenom 9550 Quad-Core,"1,605",2096,53.53,$29.99*
AMD A6-8550,"1,604",2097,NA,NA
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,"1,601",2098,NA,NA
AMD Phenom FX-5000 Quad-Core,"1,599",2099,NA,NA
Intel Xeon X3210 @ 2.13GHz,"1,599",2100,8.61,$185.71*
AMD GX-420CA SOC,"1,597",2101,NA,NA
"Qualcomm Technologies, Inc MSM8953","1,596",2102,NA,NA
Intel Pentium G2030T @ 2.60GHz,"1,595",2103,12.22,$130.50*
AMD Embedded G-Series GX-420GI Radeon R7E,"1,593",2104,NA,NA
AMD A6-7400K APU,"1,592",2105,39.8,$39.99 
Intel Core i5-4220Y @ 1.60GHz,"1,591",2106,NA,NA
Intel Core i3-3110M @ 2.40GHz,"1,588",2107,19.87,$79.95*
AMD A8-3550MX APU,"1,579",2109,NA,NA
ARM phytium FT1500a 4 Core 2000 MHz,"1,579",2108,NA,NA
Intel Celeron G1840T @ 2.50GHz,"1,576",2110,NA,NA
AMD Phenom II X3 720,"1,573",2111,24.4,$64.45*
AMD A8 PRO-7150B APU,"1,569",2112,NA,NA
AMD Phenom X2 Dual-Core GE-5060,"1,566",2113,NA,NA
AMD A4-6320 APU,"1,563",2114,22.34,$69.99*
Intel Core i3-550 @ 3.20GHz,"1,561",2115,82.2,$18.99 
Intel Celeron G1830 @ 2.80GHz,"1,560",2116,22.29,$69.99 
MT6757WD,"1,559",2117,NA,NA
Intel Core i5-4200Y @ 1.40GHz,"1,558",2118,NA,NA
AMD A6 PRO-7400B,"1,555",2120,NA,NA
AMD A9-9425,"1,555",2119,NA,NA
Intel Pentium 3560M @ 2.40GHz,"1,552",2121,NA,NA
AMD A6-6420B APU,"1,550",2122,NA,NA
AMD Phenom 9600 Quad-Core,"1,549",2123,38.74,$39.99*
Intel Xeon E5335 @ 2.00GHz,"1,549",2124,87.15,$17.77*
AMD Athlon II X3 425,"1,547",2126,26.51,$58.34*
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,"1,547",2125,NA,NA
Samsung Exynos 7885,"1,544",2127,NA,NA
AMD Phenom II N930 Quad-Core,"1,540",2129,11.85,$129.95*
Samsung Exynos 7880,"1,540",2128,NA,NA
Intel Pentium G3220T @ 2.60GHz,"1,539",2130,34.3,$44.88 
AMD A6-6420K APU,"1,538",2131,10.26,$149.99*
AMD Phenom II X3 B73,"1,538",2132,20.5,$75.00*
AMD A8-5545M APU,"1,536",2133,NA,NA
AMD E2-7110 APU,"1,534",2134,NA,NA
Intel Xeon E5504 @ 2.00GHz,"1,529",2135,23.56,$64.89 
Qualcomm MSM8953,"1,528",2136,NA,NA
Intel Core i5-4210Y @ 1.50GHz,"1,527",2137,NA,NA
AMD A9-9410,"1,525",2138,NA,NA
Intel Xeon X5270 @ 3.50GHz,"1,524",2139,NA,NA
Apple A8,"1,522",2140,NA,NA
AMD A9-9420,"1,520",2142,NA,NA
AMD Phenom 9750B Quad-Core,"1,520",2141,NA,NA
Intel Celeron J4025 @ 2.00GHz,"1,520",2143,NA,NA
Intel Pentium 4405Y @ 1.50GHz,"1,518",2144,NA,NA
AMD Athlon X3 425,"1,516",2145,NA,NA
Intel Pentium 2030M @ 2.50GHz,"1,510",2146,11.27,$134.00*
AMD Opteron 2354,"1,509",2148,5.29,$285.19*
Intel Pentium G2010 @ 2.80GHz,"1,509",2147,60.39,$24.99*
Intel Celeron G1620T @ 2.40GHz,"1,507",2149,35.88,$42.00*
AMD Phenom II X4 900e,"1,505",2150,NA,NA
AMD Athlon X2 370K Dual Core,"1,504",2151,NA,NA
Intel Core i3-540 @ 3.07GHz,"1,503",2152,57.82,$25.99 
AMD Phenom 9350e Quad-Core,"1,501",2153,0.44,"$3,382.07*"
Intel Celeron 2970M @ 2.20GHz,"1,501",2154,NA,NA
AMD Phenom II X3 710,"1,499",2155,8.87,$169.00*
AMD PRO A6-8530B,"1,498",2156,NA,NA
AMD A4-7300 APU,"1,496",2157,10.69,$139.95*
AMD Athlon II X3 420e,"1,495",2159,12.87,$116.15*
Intel Core2 Quad Q9000 @ 2.00GHz,"1,495",2158,3.84,$389.00*
Intel Pentium G870 @ 3.10GHz,"1,495",2160,15.41,$97.00*
AMD PRO A6-8570E,"1,489",2161,NA,NA
Intel Celeron 3955U @ 2.00GHz,"1,487",2162,NA,NA
AMD Phenom II X3 B75,"1,485",2163,29.72,$49.95*
AMD A8-3510MX APU,"1,483",2164,19.24,$77.11*
AMD A4 PRO-7300B APU,"1,481",2166,NA,NA
Intel Core i5-2467M @ 1.60GHz,"1,481",2165,NA,NA
AMD Phenom 9500 Quad-Core,"1,480",2167,49.34,$29.99*
MediaTek MT6757V,"1,479",2168,NA,NA
Qualcomm MSM8996PRO-AB,"1,478",2169,NA,NA
AMD A8-3530MX APU,"1,477",2170,NA,NA
AMD 3015Ce,"1,476",2171,NA,NA
Intel Core i3-2120T @ 2.60GHz,"1,473",2172,9.36,$157.39 
Pentium Dual-Core E6000 @ 3.46GHz,"1,472",2173,NA,NA
Intel Xeon E7320 @ 2.13GHz,"1,469",2174,NA,NA
Intel Celeron 3867U @ 1.80GHz,"1,467",2175,13.71,$107.00*
AMD Opteron 1352,"1,464",2176,10.76,$135.99*
MT6763V/B,"1,461",2177,NA,NA
AMD A4-6210 APU,"1,459",2178,NA,NA
"Qualcomm Technologies, Inc MSM8976","1,456",2179,NA,NA
AMD Phenom 9450e Quad-Core,"1,455",2180,13.86,$105.00*
AMD A6-8500P,"1,453",2181,NA,NA
MediaTek MT8768WA,"1,452",2182,NA,NA
Intel Xeon X5272 @ 3.40GHz,"1,451",2183,10.36,$140.00*
Intel Xeon E5240 @ 3.00GHz,"1,448",2184,16.32,$88.78*
Intel Pentium 4410Y @ 1.50GHz,"1,444",2185,8.97,$161.00*
Intel Celeron G1610 @ 2.60GHz,"1,443",2186,11.55,$125.00 
Intel Core i5-4300Y @ 1.60GHz,"1,443",2187,NA,NA
AMD Athlon II X3 415e,"1,441",2188,19.21,$75.00*
AMD A6-6400K APU,"1,439",2189,28.22,$50.99 
AMD Athlon X3 440,"1,438",2190,16.35,$87.99*
Intel Core i3-4020Y @ 1.50GHz,"1,437",2191,NA,NA
Intel Core i3-530 @ 2.93GHz,"1,436",2193,12.46,$115.19 
Nvidia Tegra T210,"1,436",2192,NA,NA
AMD Phenom II X3 700e,"1,430",2194,NA,NA
Intel Xeon E3113 @ 3.00GHz,"1,429",2195,145.96,$9.79*
AMD Phenom II X3 740,"1,424",2196,16,$88.99*
Intel Atom C2550 @ 2.40GHz,"1,422",2198,NA,NA
Intel Pentium J3710 @ 1.60GHz,"1,422",2197,NA,NA
Intel Celeron 5205U @ 1.90GHz,"1,417",2199,13.24,$107.00*
AMD A4-6300 APU,"1,413",2203,56.53,$24.99 
Intel Celeron 4305U @ 2.20GHz,"1,413",2200,13.21,$107.00*
Intel Celeron N4000 @ 1.10GHz,"1,413",2201,13.21,$107.00*
"Qualcomm Technologies, Inc APQ8096","1,413",2202,NA,NA
AMD A6-5400B APU,"1,412",2205,48.8,$28.94*
MT6763V/CT,"1,412",2204,NA,NA
Intel Atom C2558 @ 2.40GHz,"1,410",2206,10.37,$136.00*
Intel Core i7-2610UE @ 1.50GHz,"1,409",2207,NA,NA
Intel Core i7-620LM @ 2.00GHz,"1,408",2209,NA,NA
Intel Core2 Duo E8290 @ 2.83GHz,"1,408",2208,NA,NA
Intel Xeon E3-1220L v3 @ 1.10GHz,"1,407",2210,NA,NA
Intel Celeron 1020E @ 2.20GHz,"1,406",2211,NA,NA
MT6755V/B,"1,404",2212,NA,NA
Intel Core i5-3339Y @ 1.50GHz,"1,402",2214,NA,NA
Intel Xeon E5320 @ 1.86GHz,"1,402",2213,36.19,$38.75*
Intel Pentium G6951 @ 2.80GHz,"1,401",2215,14.91,$94.00*
"Qualcomm Technologies, Inc SDA450","1,401",2216,NA,NA
MediaTek MT6763V/V,"1,397",2217,NA,NA
AMD A8-3520M APU,"1,395",2218,25.37,$55.00*
AMD Phenom II P960 Quad-Core,"1,394",2219,35.62,$39.12*
"Qualcomm Technologies, Inc APQ8076","1,391",2220,NA,NA
AMD Phenom 8600B Triple-Core,"1,390",2221,92.96,$14.95*
AMD Phenom II X2 565,"1,389",2222,8.23,$168.87*
AMD E1-6050J APU ,"1,385",2223,NA,NA
Intel Xeon L5310 @ 1.60GHz,"1,385",2224,12.31,$112.50*
AMD A6-3500 APU,"1,382",2225,9.4,$147.00*
AMD A9-9400,"1,380",2226,NA,NA
Intel Pentium G860 @ 3.00GHz,"1,379",2227,16,$86.14 
Intel Pentium 2020M @ 2.40GHz,"1,376",2228,10.27,$134.00*
Intel Atom x7-Z8750 @ 1.60GHz,"1,373",2229,NA,NA
AMD Athlon 5150 APU,"1,372",2231,13.88,$98.86*
Intel Celeron G1620 @ 2.70GHz,"1,372",2230,40.96,$33.50 
AMD GX-415GA SOC,"1,363",2232,NA,NA
Intel Core i3-3217UE @ 1.60GHz,"1,362",2233,NA,NA
AMD Phenom II X2 570,"1,360",2234,NA,NA
Intel Pentium N3710 @ 1.60GHz,"1,359",2236,NA,NA
MT6755V/WS,"1,359",2235,NA,NA
AMD Athlon II X2 280,"1,355",2237,17.62,$76.89*
Intel Core i3-2332M @ 2.20GHz,"1,353",2238,NA,NA
AMD A4-5100 APU,"1,346",2239,NA,NA
AMD Phenom 8750 Triple-Core,"1,343",2240,NA,NA
ARM Cortex-A57 4 Core 2014 MHz,"1,343",2241,NA,NA
AMD PRO A6-9500B,"1,340",2242,NA,NA
Intel Pentium 3825U @ 1.90GHz,"1,338",2244,NA,NA
Intel Xeon L3110 @ 3.00GHz,"1,338",2243,NA,NA
AMD Phenom II X2 B59,"1,337",2246,27.83,$48.05*
Intel Core2 Duo E8600 @ 3.33GHz,"1,337",2245,34.3,$38.99 
Intel Xeon L5240 @ 3.00GHz,"1,337",2247,42.57,$31.40*
AMD A6-9225,"1,333",2248,NA,NA
Intel Pentium G850 @ 2.90GHz,"1,333",2249,44.49,$29.96 
AMD A6-3430MX APU,"1,331",2251,NA,NA
AMD Athlon II X3 405e,"1,331",2250,11.79,$112.90*
Intel Xeon E3120 @ 3.16GHz,"1,330",2252,NA,NA
Intel Core i3-2370M @ 2.40GHz,"1,329",2253,35.94,$36.99*
AMD A4-5050 APU,"1,328",2254,NA,NA
AMD A4-6300B APU,"1,328",2255,47.51,$27.95*
AMD Phenom II X2 560,"1,328",2256,25.64,$51.79 
AMD Athlon X2 280,"1,327",2257,39.63,$33.49*
Intel Atom T5700 @ 1.70GHz,"1,326",2259,NA,NA
Intel Core i5 750S @ 2.40GHz,"1,326",2258,7.71,$171.99 
AMD A4-5300 APU,"1,325",2261,49.17,$26.95*
Intel Celeron 4205U @ 1.80GHz,"1,325",2260,12.39,$107.00*
Intel Xeon @ 2.20GHz,"1,324",2262,NA,NA
VIA QuadCore C4650@2.0GHz,"1,323",2263,NA,NA
AMD Athlon II X3 400e,"1,320",2265,51.8,$25.49 
MediaTek MT6762V/WD,"1,320",2264,NA,NA
AMD Athlon X2 340 Dual Core,"1,319",2266,13.89,$94.99 
AMD Phenom II P940 Quad-Core,"1,319",2267,NA,NA
Intel Pentium N3700 @ 1.60GHz,"1,319",2268,2.96,$444.78*
AMD Opteron 2393 SE,"1,317",2269,NA,NA
Intel Pentium G645 @ 2.90GHz,"1,316",2270,10.55,$124.74 
MT6763V/WT,"1,313",2272,NA,NA
Unisoc SC9863a,"1,313",2271,NA,NA
Intel Atom x7-Z8700 @ 1.60GHz,"1,312",2273,17.82,$73.63*
Intel Core i3-4010Y @ 1.30GHz,"1,310",2274,NA,NA
Intel Pentium G2020T @ 2.50GHz,"1,308",2275,27.49,$47.60*
Intel Xeon E5310 @ 1.60GHz,"1,306",2276,26.65,$49.00*
MediaTek MT6757CD,"1,306",2277,NA,NA
Intel Core i3-4012Y @ 1.50GHz,"1,305",2278,NA,NA
MediaTek MT6762V/WR,"1,301",2279,NA,NA
Intel Core i5-480M @ 2.67GHz,"1,300",2280,16.13,$80.60*
AMD Phenom X4 Quad-Core GP-9500,"1,297",2281,NA,NA
AMD Phenom II X2 555,"1,294",2282,34.06,$37.98 
Intel Pentium G6960 @ 2.93GHz,"1,293",2283,NA,NA
AMD A10 Micro-6700T APU,"1,291",2284,NA,NA
Intel Celeron J3160 @ 1.60GHz,"1,290",2285,NA,NA
Intel Celeron 3765U @ 1.90GHz,"1,286",2286,NA,NA
Intel Celeron G1610T @ 2.30GHz,"1,285",2287,85.81,$14.98*
Intel Core i7-660UM @ 1.33GHz,"1,284",2288,NA,NA
AMD A8-4555M APU,"1,283",2289,NA,NA
Hisilicon Kirin 930,"1,282",2290,NA,NA
AMD Phenom 8850B Triple-Core,"1,281",2291,NA,NA
Intel Core i5-460M @ 2.53GHz,"1,280",2292,19.7,$64.95*
AMD A6-9230,"1,279",2293,NA,NA
AMD Phenom 9100e Quad-Core,"1,279",2296,42.69,$29.95*
AMD Phenom II X2 521,"1,279",2295,NA,NA
Unisoc UIS8581E,"1,279",2294,NA,NA
AMD Sempron 240,"1,278",2297,35.39,$36.10*
Intel Core i3-390M @ 2.67GHz,"1,278",2298,32.8,$38.95*
Intel Celeron 3865U @ 1.80GHz,"1,276",2299,NA,NA
AMD A4-5000 APU,"1,275",2300,NA,NA
Intel Celeron 1020M @ 2.10GHz,"1,275",2301,NA,NA
AMD Embedded G-Series GX-224IJ Radeon R4E,"1,271",2302,NA,NA
Intel Celeron G555 @ 2.70GHz,"1,268",2303,17.86,$70.99 
AMD Phenom 9150e Quad-Core,"1,267",2304,5.12,$247.50*
"Qualcomm Technologies, Inc MSM8996pro","1,266",2305,NA,NA
Intel Pentium A1020 @ 2.41GHz,"1,265",2307,NA,NA
Intel Pentium G630 @ 2.70GHz,"1,265",2306,50.64,$24.99 
AMD Phenom II X620 Dual-Core,"1,262",2309,NA,NA
Intel Pentium G6950 @ 2.80GHz,"1,262",2308,40.73,$30.99 
Intel Core i3-3227U @ 1.90GHz,"1,261",2310,NA,NA
AMD A6-5357M APU,"1,260",2312,NA,NA
Intel Celeron 2950M @ 2.00GHz,"1,260",2311,NA,NA
Intel Core i3-330E @ 2.13GHz,"1,260",2313,NA,NA
AMD A4-9120,"1,257",2315,NA,NA
AMD A6-9220,"1,257",2314,NA,NA
Intel Core i3-2350M @ 2.30GHz,"1,256",2316,34.87,$36.03*
Intel Core i3-2348M @ 2.30GHz,"1,255",2317,NA,NA
MediaTek MT6762V/CB,"1,253",2318,NA,NA
AMD A6-5400K APU,"1,251",2319,24.06,$52.02*
AMD A4-5300B APU,"1,249",2320,48.14,$25.95*
AMD A6-3420M APU,"1,248",2321,NA,NA
Intel Celeron 3855U @ 1.60GHz,"1,246",2322,NA,NA
AMD Athlon II X2 B26,"1,245",2323,73.01,$17.06*
Intel Atom C3338 @ 1.50GHz,"1,245",2324,NA,NA
Intel Pentium G640 @ 2.80GHz,"1,243",2325,31.08,$39.99 
Intel Xeon E3110 @ 3.00GHz,"1,242",2326,6.21,$199.95*
Intel Pentium G645T @ 2.50GHz,"1,241",2327,NA,NA
Intel Celeron G550 @ 2.60GHz,"1,240",2328,25.3,$49.00*
AMD Athlon II X2 270,"1,238",2329,78.07,$15.86 
AMD Phenom II N850 Triple-Core,"1,238",2330,49.51,$25.00*
Intel Pentium 3550M @ 2.30GHz,"1,238",2331,5.73,$215.92*
Intel Xeon X5260 @ 3.33GHz,"1,238",2332,95.2,$13.00*
Intel Pentium J2900 @ 2.41GHz,"1,236",2333,NA,NA
Intel Celeron J3355 @ 2.00GHz,"1,235",2335,NA,NA
Intel Core i5-450M @ 2.40GHz,"1,235",2334,38.64,$31.95*
